question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_target_zone,trace_clog_location,trace_gate_state,trace_bubble_position,trace_satellite_side,trace_fluorescent_count
raw_q_c54a424f936b49,raw_mf_00270,images/raw_mf_00270.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,medium,clear,wide,standard,center,none,lower,none,both,3
raw_q_e15c623f6ba2d4,raw_mf_00271,images/raw_mf_00271.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,clear,standard,standard,upper,none,junction,none,both,1
raw_q_26631dbc76cd3f,raw_mf_00271,images/raw_mf_00271.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,easy,clear,standard,standard,upper,none,junction,none,both,1
raw_q_fbf88eba5bbcb0,raw_mf_00271,images/raw_mf_00271.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,easy,clear,standard,standard,upper,none,junction,none,both,1
raw_q_f7b8afcc0c78b1,raw_mf_00272,images/raw_mf_00272.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,hard,crowded,standard,dense_debris,lower,inlet,junction,junction,both,0
raw_q_8ac070798ac36f,raw_mf_00272,images/raw_mf_00272.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,hard,crowded,standard,dense_debris,lower,inlet,junction,junction,both,0
raw_q_65b907439cfbc6,raw_mf_00272,images/raw_mf_00272.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,hard,crowded,standard,dense_debris,lower,inlet,junction,junction,both,0
raw_q_160dfa244e3c7a,raw_mf_00273,images/raw_mf_00273.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,low_contrast,wide,dim_fluorescence,lower,none,lower,none,downstream,1
raw_q_6ce465d20a3297,raw_mf_00273,images/raw_mf_00273.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,low_contrast,wide,dim_fluorescence,lower,none,lower,none,downstream,1
raw_q_b7fdfdc1c520cf,raw_mf_00273,images/raw_mf_00273.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,low_contrast,wide,dim_fluorescence,lower,none,lower,none,downstream,1
raw_q_0ad35ac9d97e0c,raw_mf_00274,images/raw_mf_00274.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,easy,noisy,standard,standard,lower,none,lower,junction,not_visible,2
raw_q_f96777c73f6a1d,raw_mf_00274,images/raw_mf_00274.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,easy,noisy,standard,standard,lower,none,lower,junction,not_visible,2
raw_q_a2dc758a514186,raw_mf_00274,images/raw_mf_00274.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,C,easy,noisy,standard,standard,lower,none,lower,junction,not_visible,2
raw_q_ac7e2d676b1fdf,raw_mf_00275,images/raw_mf_00275.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,clear,standard,dim_fluorescence,inlet,lower,lower,none,both,1
raw_q_95ee2e420b7420,raw_mf_00275,images/raw_mf_00275.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,easy,clear,standard,dim_fluorescence,inlet,lower,lower,none,both,1
raw_q_ddab342ed0b4f9,raw_mf_00275,images/raw_mf_00275.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,easy,clear,standard,dim_fluorescence,inlet,lower,lower,none,both,1
raw_q_1e913374cdb6cf,raw_mf_00276,images/raw_mf_00276.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,low_contrast,standard,standard,inlet,junction,inlet,junction,not_visible,0
raw_q_0ab59eb100420b,raw_mf_00276,images/raw_mf_00276.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,A,hard,low_contrast,standard,standard,inlet,junction,inlet,junction,not_visible,0
raw_q_5750c7e1427389,raw_mf_00276,images/raw_mf_00276.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,hard,low_contrast,standard,standard,inlet,junction,inlet,junction,not_visible,0
raw_q_f1aafa62a66c2c,raw_mf_00277,images/raw_mf_00277.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,easy,clear,standard,standard,upper,lower,lower,upper,upstream,4
raw_q_4f7e9dfb633ec8,raw_mf_00277,images/raw_mf_00277.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,easy,clear,standard,standard,upper,lower,lower,upper,upstream,4
raw_q_936f8ec3249939,raw_mf_00277,images/raw_mf_00277.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,easy,clear,standard,standard,upper,lower,lower,upper,upstream,4
raw_q_3a7a69d1038582,raw_mf_00278,images/raw_mf_00278.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,hard,low_contrast,standard,standard,lower,none,junction,junction,upstream,0
raw_q_e394a5eb3e5c40,raw_mf_00278,images/raw_mf_00278.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,hard,low_contrast,standard,standard,lower,none,junction,junction,upstream,0
raw_q_cd5edb0cd8bc3d,raw_mf_00278,images/raw_mf_00278.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,hard,low_contrast,standard,standard,lower,none,junction,junction,upstream,0
raw_q_e0dbf70947ddbd,raw_mf_00279,images/raw_mf_00279.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,easy,clear,standard,standard,center,none,upper,lower,downstream,0
raw_q_57b2908c010690,raw_mf_00279,images/raw_mf_00279.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,easy,clear,standard,standard,center,none,upper,lower,downstream,0
raw_q_1283cbe429fa67,raw_mf_00279,images/raw_mf_00279.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,D,easy,clear,standard,standard,center,none,upper,lower,downstream,0
raw_q_9e577c008cf10b,raw_mf_00280,images/raw_mf_00280.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,C,easy,clear,standard,standard,upper,junction,upper,none,downstream,2
raw_q_44dc00951a3263,raw_mf_00280,images/raw_mf_00280.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,easy,clear,standard,standard,upper,junction,upper,none,downstream,2
raw_q_7eff9fe9feda59,raw_mf_00280,images/raw_mf_00280.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,easy,clear,standard,standard,upper,junction,upper,none,downstream,2
raw_q_a755afd4bdbb30,raw_mf_00281,images/raw_mf_00281.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,hard,crowded,compact,standard,center,inlet,lower,none,not_visible,3
raw_q_9b5b7ad5a64b47,raw_mf_00281,images/raw_mf_00281.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,hard,crowded,compact,standard,center,inlet,lower,none,not_visible,3
raw_q_7807ec96582124,raw_mf_00281,images/raw_mf_00281.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,hard,crowded,compact,standard,center,inlet,lower,none,not_visible,3
raw_q_320eb0a1f7eb74,raw_mf_00282,images/raw_mf_00282.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,low_contrast,standard,standard,lower,none,inlet,none,not_visible,3
raw_q_af2abde3b9a0a2,raw_mf_00282,images/raw_mf_00282.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,medium,low_contrast,standard,standard,lower,none,inlet,none,not_visible,3
raw_q_8f386f9a8a78f1,raw_mf_00282,images/raw_mf_00282.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,low_contrast,standard,standard,lower,none,inlet,none,not_visible,3
raw_q_19739cad985c7f,raw_mf_00283,images/raw_mf_00283.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,low_contrast,standard,dim_fluorescence,inlet,none,inlet,none,upstream,1
raw_q_a2b40249313b8a,raw_mf_00283,images/raw_mf_00283.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,medium,low_contrast,standard,dim_fluorescence,inlet,none,inlet,none,upstream,1
raw_q_68df0360ebe4b8,raw_mf_00283,images/raw_mf_00283.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,medium,low_contrast,standard,dim_fluorescence,inlet,none,inlet,none,upstream,1
raw_q_29b9473fba4c50,raw_mf_00284,images/raw_mf_00284.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,crowded,standard,standard,inlet,junction,lower,none,upstream,0
raw_q_917699c2eb45ff,raw_mf_00284,images/raw_mf_00284.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,hard,crowded,standard,standard,inlet,junction,lower,none,upstream,0
raw_q_c63429e3ddce5e,raw_mf_00284,images/raw_mf_00284.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,hard,crowded,standard,standard,inlet,junction,lower,none,upstream,0
raw_q_1c44ab7f1ffd38,raw_mf_00285,images/raw_mf_00285.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,easy,clear,standard,standard,lower,junction,junction,junction,downstream,1
raw_q_5b0e368cfab452,raw_mf_00285,images/raw_mf_00285.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,easy,clear,standard,standard,lower,junction,junction,junction,downstream,1
raw_q_63b2cbd271eaac,raw_mf_00285,images/raw_mf_00285.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,easy,clear,standard,standard,lower,junction,junction,junction,downstream,1
raw_q_3ce43b44d4ac79,raw_mf_00286,images/raw_mf_00286.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,hard,crowded,standard,dense_debris,upper,none,junction,none,both,1
raw_q_9000c2ced8a20d,raw_mf_00286,images/raw_mf_00286.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,crowded,standard,dense_debris,upper,none,junction,none,both,1
raw_q_d9902dea281859,raw_mf_00286,images/raw_mf_00286.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,hard,crowded,standard,dense_debris,upper,none,junction,none,both,1
raw_q_54eda14247dcfb,raw_mf_00287,images/raw_mf_00287.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,easy,clear,compact,standard,center,lower,junction,lower,downstream,4
raw_q_d170ab91a2dee4,raw_mf_00287,images/raw_mf_00287.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,easy,clear,compact,standard,center,lower,junction,lower,downstream,4
raw_q_4423339054d9ce,raw_mf_00287,images/raw_mf_00287.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,D,easy,clear,compact,standard,center,lower,junction,lower,downstream,4
raw_q_c5cd9a8dca60db,raw_mf_00288,images/raw_mf_00288.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,medium,clear,compact,standard,inlet,none,upper,junction,upstream,1
raw_q_8bd4dffabef7ee,raw_mf_00288,images/raw_mf_00288.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,clear,compact,standard,inlet,none,upper,junction,upstream,1
raw_q_60006928831c5f,raw_mf_00288,images/raw_mf_00288.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,clear,compact,standard,inlet,none,upper,junction,upstream,1
raw_q_e0e32ad0c8fb77,raw_mf_00289,images/raw_mf_00289.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,low_contrast,wide,dense_debris,inlet,lower,lower,none,both,2
raw_q_66f99816d2caac,raw_mf_00289,images/raw_mf_00289.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,hard,low_contrast,wide,dense_debris,inlet,lower,lower,none,both,2
raw_q_2a3c21ec5a4d28,raw_mf_00289,images/raw_mf_00289.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,hard,low_contrast,wide,dense_debris,inlet,lower,lower,none,both,2
raw_q_c065e72339685a,raw_mf_00290,images/raw_mf_00290.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,easy,clear,standard,standard,lower,inlet,lower,none,both,3
raw_q_0b5924fc4b2c83,raw_mf_00290,images/raw_mf_00290.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,easy,clear,standard,standard,lower,inlet,lower,none,both,3
raw_q_424a3574c857dd,raw_mf_00290,images/raw_mf_00290.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,clear,standard,standard,lower,inlet,lower,none,both,3
raw_q_3bbbf532000816,raw_mf_00291,images/raw_mf_00291.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,clear,compact,dense_debris,center,none,upper,none,both,3
raw_q_129798cd839951,raw_mf_00291,images/raw_mf_00291.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,clear,compact,dense_debris,center,none,upper,none,both,3
raw_q_27f32361746aa3,raw_mf_00291,images/raw_mf_00291.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,clear,compact,dense_debris,center,none,upper,none,both,3
raw_q_9d1d3f2988644a,raw_mf_00292,images/raw_mf_00292.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,low_contrast,standard,partial_occlusion,upper,none,inlet,none,both,4
raw_q_28c1499b42c565,raw_mf_00292,images/raw_mf_00292.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,hard,low_contrast,standard,partial_occlusion,upper,none,inlet,none,both,4
raw_q_22f54a83868e80,raw_mf_00292,images/raw_mf_00292.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,hard,low_contrast,standard,partial_occlusion,upper,none,inlet,none,both,4
raw_q_6d9287e5923c07,raw_mf_00293,images/raw_mf_00293.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,crowded,compact,standard,lower,none,upper,none,downstream,4
raw_q_c7b3ccc4679fdd,raw_mf_00293,images/raw_mf_00293.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,crowded,compact,standard,lower,none,upper,none,downstream,4
raw_q_3de702c98c0d63,raw_mf_00293,images/raw_mf_00293.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,crowded,compact,standard,lower,none,upper,none,downstream,4
raw_q_85547e7065dad9,raw_mf_00294,images/raw_mf_00294.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,medium,clear,standard,partial_occlusion,lower,inlet,upper,none,not_visible,1
raw_q_6b93ca03aa4590,raw_mf_00294,images/raw_mf_00294.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,clear,standard,partial_occlusion,lower,inlet,upper,none,not_visible,1
raw_q_c2898697917562,raw_mf_00294,images/raw_mf_00294.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,medium,clear,standard,partial_occlusion,lower,inlet,upper,none,not_visible,1
raw_q_5d74386733c619,raw_mf_00295,images/raw_mf_00295.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,hard,noisy,standard,dim_fluorescence,center,inlet,inlet,none,upstream,1
raw_q_7ed38a65d0fdf4,raw_mf_00295,images/raw_mf_00295.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,hard,noisy,standard,dim_fluorescence,center,inlet,inlet,none,upstream,1
raw_q_46dd95ce265a6b,raw_mf_00295,images/raw_mf_00295.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,hard,noisy,standard,dim_fluorescence,center,inlet,inlet,none,upstream,1
raw_q_3432041c4f30a4,raw_mf_00296,images/raw_mf_00296.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,clear,compact,standard,upper,junction,lower,junction,upstream,2
raw_q_e8dd9de42872b8,raw_mf_00296,images/raw_mf_00296.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,clear,compact,standard,upper,junction,lower,junction,upstream,2
raw_q_22a7db15a17b03,raw_mf_00296,images/raw_mf_00296.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,C,medium,clear,compact,standard,upper,junction,lower,junction,upstream,2
raw_q_56eb9ed88cac48,raw_mf_00297,images/raw_mf_00297.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,crowded,wide,dim_fluorescence,upper,inlet,upper,upper,downstream,4
raw_q_6b50ebef83367c,raw_mf_00297,images/raw_mf_00297.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,medium,crowded,wide,dim_fluorescence,upper,inlet,upper,upper,downstream,4
raw_q_bf9a117b812c75,raw_mf_00297,images/raw_mf_00297.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,medium,crowded,wide,dim_fluorescence,upper,inlet,upper,upper,downstream,4
raw_q_80d1483469ccac,raw_mf_00298,images/raw_mf_00298.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,easy,clear,standard,dim_fluorescence,lower,none,lower,none,both,2
raw_q_f0aba8753729da,raw_mf_00298,images/raw_mf_00298.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,easy,clear,standard,dim_fluorescence,lower,none,lower,none,both,2
raw_q_cd920aa68972f8,raw_mf_00298,images/raw_mf_00298.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,easy,clear,standard,dim_fluorescence,lower,none,lower,none,both,2
raw_q_f75cd9dd1237ac,raw_mf_00299,images/raw_mf_00299.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,noisy,standard,dense_debris,inlet,lower,inlet,junction,upstream,3
raw_q_07b220425cd7b0,raw_mf_00299,images/raw_mf_00299.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,hard,noisy,standard,dense_debris,inlet,lower,inlet,junction,upstream,3
raw_q_0bbd9cef36a369,raw_mf_00299,images/raw_mf_00299.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,hard,noisy,standard,dense_debris,inlet,lower,inlet,junction,upstream,3
raw_q_0276c7464958f1,raw_mf_00300,images/raw_mf_00300.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,medium,noisy,standard,standard,lower,none,upper,upper,both,1
raw_q_5c3695d1695d43,raw_mf_00300,images/raw_mf_00300.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,medium,noisy,standard,standard,lower,none,upper,upper,both,1
raw_q_f0be2f6dcfcc5e,raw_mf_00300,images/raw_mf_00300.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,noisy,standard,standard,lower,none,upper,upper,both,1
raw_q_e1d9d9ce50c7ea,raw_mf_00301,images/raw_mf_00301.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,hard,noisy,compact,dim_fluorescence,upper,none,lower,none,both,1
raw_q_d5a8aa95f19597,raw_mf_00301,images/raw_mf_00301.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,noisy,compact,dim_fluorescence,upper,none,lower,none,both,1
raw_q_a6efe7ddf39522,raw_mf_00301,images/raw_mf_00301.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,hard,noisy,compact,dim_fluorescence,upper,none,lower,none,both,1
raw_q_0f20c771f7f3d3,raw_mf_00302,images/raw_mf_00302.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,medium,noisy,standard,standard,upper,inlet,upper,upper,not_visible,1
raw_q_5d118e69b9bac7,raw_mf_00302,images/raw_mf_00302.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,medium,noisy,standard,standard,upper,inlet,upper,upper,not_visible,1
raw_q_60f77478321173,raw_mf_00302,images/raw_mf_00302.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,noisy,standard,standard,upper,inlet,upper,upper,not_visible,1
raw_q_9e806679ee1a2c,raw_mf_00303,images/raw_mf_00303.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,medium,low_contrast,standard,standard,inlet,none,lower,junction,both,1
raw_q_1bd804d584077b,raw_mf_00303,images/raw_mf_00303.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,medium,low_contrast,standard,standard,inlet,none,lower,junction,both,1
raw_q_772b260f7b7f92,raw_mf_00303,images/raw_mf_00303.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,low_contrast,standard,standard,inlet,none,lower,junction,both,1
raw_q_095a2d22b3461b,raw_mf_00304,images/raw_mf_00304.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,medium,low_contrast,compact,standard,lower,lower,lower,none,downstream,3
raw_q_a2730dd7d22b76,raw_mf_00304,images/raw_mf_00304.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,low_contrast,compact,standard,lower,lower,lower,none,downstream,3
raw_q_8cae70aa2df617,raw_mf_00304,images/raw_mf_00304.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,medium,low_contrast,compact,standard,lower,lower,lower,none,downstream,3
raw_q_0c1c292f66e267,raw_mf_00305,images/raw_mf_00305.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,medium,noisy,standard,standard,inlet,junction,lower,none,downstream,0
raw_q_13b4a94c6b6031,raw_mf_00305,images/raw_mf_00305.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,noisy,standard,standard,inlet,junction,lower,none,downstream,0
raw_q_8a38ebf87d79c9,raw_mf_00305,images/raw_mf_00305.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,noisy,standard,standard,inlet,junction,lower,none,downstream,0
raw_q_57bdfb51a4cbc0,raw_mf_00306,images/raw_mf_00306.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,noisy,compact,standard,center,none,junction,lower,both,3
raw_q_54c7b20fdf6de9,raw_mf_00306,images/raw_mf_00306.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,noisy,compact,standard,center,none,junction,lower,both,3
raw_q_91ca2180d016b4,raw_mf_00306,images/raw_mf_00306.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,medium,noisy,compact,standard,center,none,junction,lower,both,3
raw_q_afb81fde61609a,raw_mf_00307,images/raw_mf_00307.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,noisy,standard,dense_debris,inlet,none,junction,junction,downstream,4
raw_q_c4b2c21804fff9,raw_mf_00307,images/raw_mf_00307.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,hard,noisy,standard,dense_debris,inlet,none,junction,junction,downstream,4
raw_q_c66c26b18f1669,raw_mf_00307,images/raw_mf_00307.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,hard,noisy,standard,dense_debris,inlet,none,junction,junction,downstream,4
raw_q_ec8d7b0dd89921,raw_mf_00308,images/raw_mf_00308.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,easy,clear,standard,dim_fluorescence,lower,inlet,upper,junction,downstream,1
raw_q_9ca7d8f0204ce4,raw_mf_00308,images/raw_mf_00308.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,easy,clear,standard,dim_fluorescence,lower,inlet,upper,junction,downstream,1
raw_q_99c7f57c3d115d,raw_mf_00308,images/raw_mf_00308.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,easy,clear,standard,dim_fluorescence,lower,inlet,upper,junction,downstream,1
raw_q_077c0538e5d235,raw_mf_00309,images/raw_mf_00309.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,crowded,compact,standard,inlet,none,junction,none,both,0
raw_q_873a890c5abb7a,raw_mf_00309,images/raw_mf_00309.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,hard,crowded,compact,standard,inlet,none,junction,none,both,0
raw_q_129e83830036f7,raw_mf_00309,images/raw_mf_00309.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,hard,crowded,compact,standard,inlet,none,junction,none,both,0
raw_q_016d6531d681b2,raw_mf_00310,images/raw_mf_00310.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,low_contrast,standard,dense_debris,center,none,upper,none,both,1
